PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hosp_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
030010,01-SEP-15,30-SEP-16,As Submitted,1,CARONDELET ST. MARYS HOSPITAL,1601 W. ST. MARYS ROAD,,TUCSON,AZ,85745-,PIMA
030011,01-SEP-15,30-SEP-16,As Submitted,1,CARONDELET ST. JOSEPH HOSPITAL,350 NORTH WILMOT ROAD,,TUCSON,AZ,85732-,PIMA
030012,01-JAN-15,31-DEC-15,As Submitted,2,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,,PRESCOTT,AZ,86301,YAVAPAI
030013,01-OCT-15,30-SEP-16,As Submitted,2,YUMA REGIONAL MEDICAL CENTER,2400 S AVENUE A,,YUMA,AZ,85364,YUMA
030014,01-JAN-15,31-DEC-15,As Submitted,2,JOHN C. LINCOLN MEDICAL CENTER,250 WEST DUNLAP AVENUE,,PHOENIX,AZ,85020,MARICOPA
030016,01-JAN-15,31-DEC-15,As Submitted,2,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BLVD,,CASA GRANDE,AZ,85122,PINAL
030022,01-JUL-15,30-JUN-16,As Submitted,11,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,,PHOENIX,AZ,85010,MARICOPA
030023,01-JUL-15,30-JUN-16,Amended,2,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER,,FLAGSTAFF,AZ,86001,COCONINO
030024,01-JUL-15,30-JUN-16,As Submitted,1,ST. JOSEPHS HOSPITAL & MEDICAL CTR,350 WEST THOMAS ROAD,,PHOENIX,AZ,85013,MARICOPA
030030,01-APR-15,31-MAR-16,As Submitted,4,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,,PHOENIX,AZ,85015-,MARICOPA
030033,01-AUG-15,31-DEC-15,As Submitted,2,BANNER PAYSON MEDICAL CENTER,807 S. PONDEROSA,,PAYSON,AZ,85541,GILA
030036,01-JUL-15,30-JUN-16,As Submitted,2,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,,CHANDLER,AZ,85224,MARICOPA
030037,01-JUN-15,31-MAY-16,As Submitted,6,ST. LUKES MEDICAL CENTER,1800 EAST VAN BUREN,,PHOENIX,AZ,85006,MARICOPA
030038,01-JAN-15,31-DEC-15,As Submitted,2,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,,SCOTTSDALE,AZ,85251,MARICOPA
030043,01-MAY-15,30-APR-16,As Submitted,4,CANYON VISTA MEDICAL CENTER,5700 E. HIGHWAY 90,,SIERRA VISTA,AZ,85635,COCHISE
030055,01-JUL-15,30-JUN-16,As Submitted,2,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,,KINGMAN,AZ,86401,MOHAVE
030061,01-JAN-15,31-DEC-15,As Submitted,2,BANNER BOSWELL MEDICAL CENTER,10401 THUNDERBIRD BLVD.,,SUN CITY,AZ,85351-,MARICOPA
030062,01-JAN-15,31-DEC-15,As Submitted,11,SUMMIT HEALTHCARE,2200 SHOW LOW LAKE RD.,,SHOW LOW,AZ,85901,NAVAJO
030064,28-FEB-15,31-DEC-15,Amended,2,BANNER UNIVERSITY MED CENTER TUCSON,1501 NORTH CAMPBELL AVE,,TUCSON,AZ,85721-0001,PIMA
030065,01-JAN-15,31-DEC-15,Amended,2,BANNER DESERT MEDICAL CENTER,1400 SOUTH DOBSON ROAD,,MESA,AZ,85202,MARICOPA
030067,01-OCT-12,23-OCT-13,Settled,2,LA PAZ REGIONAL HOSPITAL,1200 MOJAVE RD.,,PARKER,AZ,85344-,LA PAZ
030068,01-JAN-15,31-DEC-15,As Submitted,2,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 TWENTIETH AVENUE,,SAFFORD,AZ,85548-,GRAHAM
030069,01-SEP-15,31-AUG-16,As Submitted,4,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,,LAKE HAVASU CITY,AZ,86403-,MOHAVE
030071,01-OCT-14,30-SEP-15,As Submitted,7,FORT DEFIANCE INDIAN HOSPITAL,CORNER OF N12 AND N7,649,FORT DEFIANCE,AZ,86504,APACHE
030073,01-OCT-14,30-SEP-15,As Submitted,7,TUBA CITY REG HEALTH CARE CORP,HIGHWAY 264,600,TUBA CITY,AZ,86045,COCONINO
030074,01-OCT-14,30-SEP-15,As Submitted,7,SELLS PUBLIC HEALTH INDIAN HOSPITAL,HWY 86 & TOPAWA RD,548,SELLS,AZ,85634-0548,PIMA
030077,12-JUL-15,30-SEP-15,As Submitted,7,SAN CARLOS HOSPITAL,103 MEDICINE WAY ROAD,,PERIDOT,AZ,85542,GILA
030078,01-OCT-14,30-SEP-15,As Submitted,7,PHOENIX INDIAN MEDICAL CENTER,4121 N. 16TH STREET,,PHOENIX,AZ,85016,MARICOPA
030083,01-OCT-15,30-SEP-16,As Submitted,4,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,,PHOENIX,AZ,85032,MARICOPA
030084,01-OCT-14,30-SEP-15,As Submitted,7,CHINLE COMPREHENSIVE CARE FACILITY,1 MILE N OF HWY 191,DRAWER PH,CHINLE,AZ,86503,NAVAJO
030085,01-OCT-15,30-SEP-16,As Submitted,4,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA,,TUCSON,AZ,85741-,PIMA
030087,01-JAN-15,31-DEC-15,As Submitted,2,SCOTTSDALE SHEA MEDICAL CENTER,10450 N. 92ND STREET,,SCOTTSDALE,AZ,85258,MARICOPA
030088,01-JAN-15,31-DEC-15,As Submitted,2,BANNER BAYWOOD MEDICAL CENTER,6644 BAYWOOD AVENUE,6239,MESA,AZ,85206-,MARICOPA
030089,01-JAN-15,31-DEC-15,Amended,2,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,,GLENDALE,AZ,85308,MARICOPA
030092,01-JAN-15,31-DEC-15,As Submitted,2,DEER VALLEY MEDICAL CENTER,19829 N 27TH AVENUE,,PHOENIX,AZ,85027,MARICOPA
030093,01-JAN-15,31-DEC-15,As Submitted,2,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,,SUN CITY WEST,AZ,85375-,MARICOPA
030094,01-APR-15,31-MAR-16,As Submitted,4,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,,GLENDALE,AZ,85308-7100,MARICOPA
030100,01-JUL-12,07-NOV-12,Settled,4,CARONDELET HEART AND VASCULAR INSTIT,4888 NORTH STONE DRIVE,,TUCSON,AZ,85704-,PIMA
030101,01-SEP-15,31-AUG-16,As Submitted,4,WESTERN ARIZONA REGIONAL MEDICAL CEN,2735 SILVER CREEK ROAD,,BULLHEAD CITY,AZ,86442-,MOHAVE
030103,01-JAN-15,31-DEC-15,As Submitted,2,MAYO CLINIC HOSPITAL,5777 EAST MAYO BLVD,,PHOENIX,AZ,85054,MARICOPA
030105,01-JAN-15,31-DEC-15,As Submitted,2,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,,MESA,AZ,85206,MARICOPA
030107,01-JAN-15,31-DEC-15,As Submitted,4,AZ SPINE & JOINT HOSPITAL,4620 EAST BASELINE ROAD,,MESA,AZ,85206,MARICOPA
030108,01-JUN-15,31-DEC-15,As Submitted,5,THE CORE INSTITUTE SPECIALTY HOSPITA,6501 N 19TH AVE,,PHOENIX,AZ,85015,MARICOPA
030110,01-MAY-15,30-APR-16,As Submitted,4,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,,GOODYEAR,AZ,85395,MARICOPA
030111,28-FEB-15,31-DEC-15,As Submitted,2,BANNER UNIVERSITY MED CENTER SOUTH,2800 EAST AJO WAY,,TUCSON,AZ,85713,PIMA
030112,01-JAN-15,31-DEC-15,As Submitted,5,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2905 WEST WARNER ROAD,,CHANDLER,AZ,85225,MARICOPA
030113,01-OCT-14,30-SEP-15,As Submitted,7,USPHS HOSPITAL-WHITERIVER,200 W HOSPITAL DRIVE,,WHITERIVER,AZ,85941,NAVAJO
030114,01-OCT-15,30-SEP-16,As Submitted,4,NORTHWEST MEDICAL CENTER ORO VALLEY,1551 E TANGERINE ROAD,,ORO VALLEY,AZ,85755-,PIMA
030115,01-JAN-15,31-DEC-15,As Submitted,2,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,,PHOENIX,AZ,85037,MARICOPA
030117,01-DEC-14,30-NOV-15,As Submitted,4,VALLEY VIEW MEDICAL CENTER,5330 ARIZONA 95,,FORT MOHAVE,AZ,86426-,MOHAVE
030118,01-JAN-16,31-JUL-16,As Submitted,2,YAVAPAI REGIONAL MEDICAL CENTER-EAST,7700 EAST FLORENTINE ROAD,,PRESCOTT VALLEY,AZ,86314,YAVAPAI
030119,01-JUL-15,30-JUN-16,As Submitted,1,MERCY GILBERT MEDICAL CENTER,3555 S. VAL VISTA DRIVE,,GILBERT,AZ,85296,MARICOPA
030120,01-JAN-15,31-DEC-15,As Submitted,4,GILBERT HOSPITAL,5656 S. POWER RD,,GILBERT,AZ,85295,MARICOPA
030121,01-JUL-15,30-JUN-16,As Submitted,4,MOUNTAIN VISTA MEDICAL CENTER,1301 SOUTH CRIMSON ROAD,,MESA,AZ,85209,MARICOPA
030122,01-JAN-15,31-DEC-15,As Submitted,2,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGHLEY ROAD,,GILBERT,AZ,85234,MARICOPA
030123,01-JAN-15,31-DEC-15,As Submitted,2,SCOTTSDALE THOMPSON PEAK MED CTR,7400 EAST THOMPSON PEAK PKWY,,SCOTTSDALE,AZ,85255,MARICOPA
030126,01-JAN-13,26-APR-13,Settled,4,ARIZONA REGIONAL MEDICAL CENTER,515 N MESA DRIVE,,MESA,AZ,85201,MARICOPA
030128,01-OCT-10,30-SEP-11,Settled,4,HUALAPAI MOUNTAIN MEDICAL CENTER,3801 SANTA ROSA DRIVE,,KINGMAN,AZ,86401,MOHAVE
030129,01-JAN-11,07-SEP-11,Settled,4,FLORENCE COMM. HEALTHCARE,450 WEST ADAMSVILLE RD.,,FLORENCE,AZ,85132-,PINAL
030130,01-JAN-15,31-DEC-15,As Submitted,2,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,,SAN TAN VALLEY,AZ,85140,PINAL
030131,01-JAN-15,31-DEC-15,As Submitted,5,OASIS HOSPITAL,750 NORTH 40TH STREET,,PHOENIX,AZ,85008,MARICOPA
030132,01-JAN-15,31-DEC-15,As Submitted,4,FLORENCE HOSPITAL AT ANTHEM,4545 N HUNT HWY,,FLORENCE,AZ,85132,PINAL
030134,01-JAN-15,31-DEC-15,As Submitted,2,BANNER GOLDFIELD MEDICAL CENTER,2050 W. SOUTHERN AVE.,,APACHE JUNCTION,AZ,85120,PINAL
030135,01-JAN-15,30-APR-15,Settled,1,FREEDOM PAIN HOSPITAL,17500 N PERIMETER DR.,,SCOTTSDALE,AZ,85255-7808,
030136,30-JAN-15,31-DEC-15,As Submitted,5,ARIZONA GENERAL HOSPITAL,7171 S 51ST AVENUE,,LAVEEN,AZ,85339,MARICOPA
030137,02-JUL-15,31-DEC-15,As Submitted,4,GREEN VALLEY HOSPITAL,4455 I-19 FRONTAGE ROAD,,GREEN VALLEY,AZ,85614,PIMA
031300,01-JAN-15,31-DEC-15,As Submitted,2,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,,WICKENBURG,AZ,85390-,MARICOPA
031301,01-JUL-15,30-JUN-16,As Submitted,2,BENSON HOSPITAL,475 S. OCOTILLO,,BENSON,AZ,85602-2990,COCHISE
031302,01-JUL-15,30-JUN-16,As Submitted,11,N. COCHISE COMM. HOSPITAL,901 W REX ALLEN DRIVE,DRAWER D,WILLCOX,AZ,85644-,COCHISE
031303,01-APR-14,31-MAR-15,Settled,2,S.E. ARIZONA MED. CTR.,2174 WEST OAK AVE,,DOUGLAS,AZ,85607,COCHISE
031304,01-JAN-15,31-DEC-15,Settled,2,PAGE HOSPITAL,501 NORTH NAVAJO,1447,PAGE,AZ,86040,COCONINO
031305,01-OCT-14,30-SEP-15,Settled,7,HOPI HEALTH CENTER,HIGHWAY 264,400,POLACCA,AZ,86042,NAJAVO
031307,01-OCT-14,30-SEP-15,Settled,7,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,,PARKER,AZ,85344,LA PAZ
031308,01-OCT-15,30-SEP-16,As Submitted,7,HU HU KAM MEMORIAL HOSPITAL,SEED FARM ROAD,38,SACATON,AZ,85247,PINAL
031309,01-OCT-15,30-SEP-16,As Submitted,2,SAGE MEMORIAL HOSPITAL,HIGHWAY 264,,GANADO,AZ,86505,APACHE
031311,01-OCT-15,30-SEP-16,As Submitted,2,WINSLOW MEMORIAL HOSPITAL,1501 N WILLIAMSON AVE,,WINSLOW,AZ,86047-,NAVAJO
031312,01-JUL-15,30-JUN-16,As Submitted,2,COPPER QUEEN COMM. HOSP.,101 COLE AVE.,,BISBEE,AZ,85603-,COCHISE
031313,01-SEP-15,30-SEP-16,As Submitted,1,CARONDELET HOLY CROSS HOSPITAL,1171 W TARGET RANGE ROAD,,NOGALES,AZ,85621-,SANTA CRUZ
031314,01-JAN-15,31-DEC-15,As Submitted,11,COBRE VALLEY REG. MED. CTR.,5880 S HOSPITAL DRIVE,,GLOBE,AZ,85501-,GILA
031315,01-JAN-15,31-DEC-15,As Submitted,11,WHITE MOUNTAIN REGIONAL HOSPITAL,118 SOUTH MOUNTAIN RD.,,SPRINGERVILLE,AZ,85938,APACHE
031316,01-JAN-12,18-JUN-12,Settled,4,FLORENCE COMM. HEALTHCARE,450 WEST ADAMSVILLE RD.,,FLORENCE,AZ,85132-,PINAL
031317,01-OCT-15,30-SEP-16,As Submitted,2,LA PAZ REGIONAL HOSPITAL,1200 MOJAVE RD.,,PARKER,AZ,85344-,LA PAZ
032000,01-SEP-15,30-SEP-16,As Submitted,4,KINDRED HOSPITAL PHOENIX,40 EAST INDIANOLA AVENUE,,PHOENIX,AZ,85012,MARICOPA
032001,01-DEC-14,30-NOV-15,Settled,4,SSH - PHOENIX,350 WEST THOMAS RD 3RD FLOOR,,PHOENIX,AZ,85013,MARICOPA
032002,01-SEP-15,30-SEP-16,As Submitted,4,KINDRED HOSPITAL TUCSON,355 NORTH WILMOT ROAD,,TUCSON,AZ,85711,PIMA
032004,01-SEP-15,31-AUG-16,As Submitted,4,CORNERSTONE HOSP OF SE ARIZONA,7220 EAST ROSEWOOD DRIVE,,TUCSON,AZ,85710,PIMA
032005,01-JUN-15,31-MAY-16,As Submitted,4,SSH - ARIZONA  INC.,7400 E. OSBORNE RD 3RD FLOOR,,SCOTTSDALE,AZ,85251,MARICOPA
032006,01-JUN-15,31-MAY-16,As Submitted,4,PROMISE HOSPITAL OF PHOENIX  INC.,433 E 6TH ST,,MESA,AZ,85203,MARICOPA
032007,01-JUN-15,30-SEP-15,As Submitted,4,ACUITY SPECIALTY HOSPITAL - MESA,215 SOUTH POWER ROAD,,MESA,AZ,85206,MARICOPA
032008,01-JUN-15,30-SEP-15,As Submitted,4,ACUITY SPECIALTY HOSPITAL - SUN CITY,13818 NORTH THUNDERBIRD BLVD,,SUN CITY,AZ,85351,MARICOPA
033025,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH SCOTTSDALE REHABILITATIO,9630 E. SHEA BLVD,,SCOTTSDALE,AZ,85260,MARICOPA
033028,01-JAN-15,31-DEC-15,Amended,5,HEALTHSOUTH REHABILITATION INSTITUTE,2650 NORTH WYATT DRIVE,,TUCSON,AZ,85712,PIMA
033029,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH REHABILITATION HOSPITAL,1921 WEST HOSPITAL DRIVE,,TUCSON,AZ,85704,PIMA
033032,01-JUN-15,31-MAY-16,As Submitted,4,HEALTHSOUTH VALLEY OF THE SUN REHABI,13460 NORTH 67TH AVE,,GLENDALE,AZ,85304,MARICOPA
033034,01-JAN-15,31-DEC-15,Amended,5,YUMA REHABILITATION HOSPITAL  A PART,901 W. 24TH STREET,,YUMA,AZ,85365,YUMA
033036,01-JAN-16,31-MAY-16,As Submitted,4,MOUNTAIN VALLEY REGIONAL REHAB HOSP,3700 N WINDSONG DRIVE,,PRESCOTT VALLEY,AZ,86314,YAVAPAI
033037,01-JUN-15,31-MAY-16,As Submitted,4,HEALTHSOUTH EAST VALLEY REHABILITATI,5652 E.BASELINE ROAD,,MESA,AZ,85206,MARICOPA
033038,01-JAN-15,31-DEC-15,As Submitted,4,SCOTTSDALE HRH,8850 EAST PIMA CENTER PARKWAY,,SCOTTSDALE,AZ,85258-4619,MARICOPA
033301,01-JUL-14,30-JUN-15,Settled,6,HACIENDA DE LOS NINOS,2303 EAST THOMAS,,PHOENIX,AZ,85016,
033302,01-JAN-15,31-DEC-15,As Submitted,2,PHOENIX CHILDRENS HOSPITAL,1919 E. THOMAS ROAD,,PHOENIX,AZ,85016-,MARICOPA
034004,01-JAN-15,31-DEC-15,Settled,2,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 EAST EARLL DRIVE,,SCOTTSDALE,AZ,85251,MARICOPA
034013,01-JUN-15,31-MAY-16,As Submitted,4,ST. LUKES BEHAVIORAL HEALTH,1800 EAST VAN BUREN,,PHOENIX,AZ,85006,MARICOPA
034020,01-JUL-15,30-JUN-16,Settled,4,HAVEN SENIOR HORIZONS,1201 S. 7TH AVENUE  SUITE 200,,PHOENIX,AZ,85007-3913,MARICOPA
034021,01-JUL-15,30-JUN-16,As Submitted,10,ARIZONA STATE HOSPITAL,2500 E VAN BUREN STREET,,PHOENIX,AZ,85008,MARICOPA
034022,01-JAN-15,31-DEC-15,As Submitted,4,ACADIA SONORA BEHAVIORAL HOSPITAL,6050 CORONA ROAD,,TUSCON,AZ,85704,PIMA
034023,01-OCT-14,30-SEP-15,As Submitted,2,THE GUIDANCE CENTER  INC.,2187 NORTH VICKEY STREET,,FLAGSTAFF,AZ,86004,COCONINO
034024,01-JAN-15,31-DEC-15,As Submitted,4,AURORA BHS OF ARIZONA,6015 WEST PERIOA AVENUE,,GLENDALE,AZ,85302-1213,MARICOPA
034025,01-JUL-15,30-JUN-16,As Submitted,2,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 N. WINDSONG DR.,,PRESCOTT VALLEY,AZ,86314,YAVAPAI
034026,01-JAN-15,31-DEC-15,Settled,4,UBH OF PHOENIX  LLC DBA VALLEY HSP,3550 E. PINCHOT AVE,,PHOENIX,AZ,85018,MARICOPA
034027,01-JUL-14,30-JUN-15,As Submitted,2,COMMUNITY COUNSELING PINEVIEW HSP,1920 WEST COMMERCE DRIVE,,LAKESIDE,AZ,85929,NAVAJO
034028,01-JAN-15,31-DEC-15,As Submitted,4,AURORA BEHAVIORAL  HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE,,TEMPE,AZ,85283,MARICOPA
034029,01-JAN-15,31-DEC-15,As Submitted,4,OASIS BEHAVIORAL HEALTH,2190 N. GRACE BLVD,,CHANDLER,AZ,85225,MARICOPA
034030,01-SEP-15,31-AUG-16,As Submitted,4,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,,TUSCON,AZ,85712,PIMA
034031,01-JUN-15,31-MAY-16,As Submitted,4,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,,PHOENIX,AZ,85027,MARICOPA
040001,01-APR-15,31-MAR-16,As Submitted,4,SILOAM SPRINGS MEMORIAL HOSPITAL,205 EAST JEFFERSON,,SILOAM SPRINGS,AR,72761,BENTON
040002,01-JAN-15,31-DEC-15,As Submitted,2,JOHNSON REGIONAL MEDICAL CENTER,1100 POPLAR,,CLARKSVILLE,AR,72830-,JOHNSON
040004,01-JAN-15,31-DEC-15,As Submitted,2,WASHINGTON REGIONAL MEDICAL CENTER,3215 N. NORTH HILLS BLVD,,FAYETTEVILLE,AR,72703-,WASHINGTON
040007,01-JUL-15,30-JUN-16,As Submitted,1,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,,LITTLE ROCK,AR,72205,PULASKI
040010,01-JUL-15,30-JUN-16,As Submitted,1,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,,ROGERS,AR,72758,BENTON
040011,01-JUL-15,30-JUN-16,As Submitted,2,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,,DANVILLE,AR,72833,YELL
040014,01-OCT-15,30-SEP-16,As Submitted,2,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE,809,SEARCY,AR,72143-,WHITE
040015,01-JAN-15,31-DEC-15,As Submitted,12,MENA MEDICAL CENTER,311 NORTH MORROW,,MENA,AR,71953,POLK
040016,01-JUL-15,30-JUN-16,As Submitted,10,UAMS MEDICAL CENTER,4301 WEST MARKHAM,,LITTLE ROCK,AR,72205,PULASKI
040017,01-APR-15,31-MAR-16,As Submitted,2,NORTH ARKANSAS REGIONAL MEDICAL CTR,620 NORTH MAIN,,HARRISON,AR,72601-,BOONE
040018,01-JAN-15,31-DEC-15,As Submitted,4,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREETS,P.O. BOX 409,VAN BUREN,AR,72956,CRAWFORD
040019,01-OCT-15,30-SEP-16,As Submitted,6,FORREST CITY MEDICAL CENTER,1601 NEW CASTLE ROADEET,,FORREST CITY,AR,72335-,ST. FRANCIS
040020,01-OCT-15,30-SEP-16,As Submitted,1,ST BERNARDS MEDICAL CENTER,225 EAST JACKSON,,JONESBORO,AR,72401-3156,CRAIGHEAD
040022,01-NOV-14,31-OCT-15,As Submitted,4,NORTHWEST MEDICAL CENTER OF WASHINGT,609 WEST MAPLE,,SPRINGDALE,AR,72764,WASHINGTON
040026,01-JUL-15,30-JUN-16,As Submitted,1,ST. VINCENT HOT SPRINGS,300 WERNER STREET,,HOT SPRINGS,AR,71913,GARLAND
040027,01-JAN-15,31-DEC-15,As Submitted,2,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,,MOUNTAIN HOME,AR,72653,BAXTER
040029,01-JAN-15,31-DEC-15,Amended,2,CONWAY REGIONAL MEDICAL CENTER  INC,2302 COLLEGE AVENUE,,CONWAY,AR,72034-,FAULKNER
040036,01-JAN-15,31-DEC-15,As Submitted,2,BAPTIST HEALTH MEDICAL CENTER- NLR,3333 SPRINGHILL DRIVE,,NORTH LITTLE ROCK,AR,72117-,PULASKI
040039,01-JUL-15,30-JUN-16,As Submitted,1,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGS HIGHWAY,339,PARAGOULD,AR,72450-,GREENE
040041,01-SEP-15,31-AUG-16,As Submitted,4,ST. MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,,RUSSELLVILLE,AR,72801,POPE
040042,01-JAN-14,29-AUG-14,Settled,2,CRITTENDEN REGIONAL HOSPITAL,200 TYLER ST,2248,WEST MEMPHIS,AR,72303-,CRITTENDEN
040047,01-JAN-15,31-DEC-15,As Submitted,2,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,,POCAHONTAS,AR,72455,RANDOLPH
040050,01-OCT-14,30-SEP-15,As Submitted,2,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA,797,CAMDEN,AR,71701,OUACHITA
040051,01-APR-15,31-MAR-16,As Submitted,2,DREW MEMORIAL HOSPITAL INC,778 SCROGIN DRIVE,538,MONTICELLO,AR,71655-,DREW
040055,01-OCT-15,30-SEP-16,As Submitted,4,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVE,PO BOX 2406,FORT SMITH,AR,72902,SEBASTION
040062,01-JUL-15,30-JUN-16,As Submitted,2,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,17000,FORT SMITH,AR,72917-7000,SEBASTIAN
040067,01-OCT-15,30-SEP-16,As Submitted,12,MAGNOLIA REGIONAL MEDICAL CENTER,807 N JACKSON,629,MAGNOLIA,AR,71753-,COLUMBIA
040069,01-JAN-15,31-DEC-15,As Submitted,9,GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION ST,,BLYTHEVILLE,AR,72315,MISSISSIPPI
040071,01-JUL-15,30-JUN-16,As Submitted,2,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,,PINE BLUFF,AR,71603-,JEFFERSON
040072,01-JAN-15,31-DEC-15,As Submitted,2,BHMC- STUTTGART,1703 NORTH  BUERKLE,,STUTTGART,AR,72160,ARKANSAS
040074,01-JUL-15,30-JUN-16,As Submitted,2,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,159,JACKSONVILLE,AR,72076-,PULASKI
040076,01-JAN-15,31-DEC-15,As Submitted,2,BAPTIST HEALTH MEDICAL CENTER - HSC,1001 SCHNEDIER DRIVE,,MALVERN,AR,72104-,HOT SPRING
040078,01-SEP-15,31-AUG-16,As Submitted,4,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,,HOT SPRINGS,AR,71901,PULASKI
040080,01-FEB-15,17-MAR-15,As Submitted,2,HARRIS HOSPITAL,1205 MCCAIN STREET,,NEWPORT,AR,72112,JACKSON
040084,01-JUL-15,30-JUN-16,As Submitted,2,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,,BENTON,AR,72015-,SALINE
040085,01-JAN-15,31-DEC-15,As Submitted,4,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,,HELENA,AR,72342,PHILLIPS
040088,01-JUL-15,30-JUN-16,As Submitted,4,MEDICAL CENTER OF ARKANSAS,700 WEST GROVE,,EL DORADO,AR,71731,UNION
040091,01-JAN-11,31-DEC-11,Settled,4,MEDICAL PARK HOSPITAL,2001 MAIN STREET,,HOPE,AR,71801,HEMPSTEAD
040114,01-JAN-15,31-DEC-15,As Submitted,2,BAPTIST HEALTH MEDICAL CENTER - LR,9601 BAPTIST HEALTH DRIVE,,LITTLE ROCK,AR,72205-,PULASKI
040118,01-OCT-15,30-SEP-16,As Submitted,1,NEA - BAPTIST MEMORIAL HEALTH,4800 EAST JOHNSON AVENUE,,JONESBORO,AR,72401,CRAIGHEAD
040119,01-OCT-15,30-SEP-16,As Submitted,2,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,2197,BATESVILLE,AR,72501-,INDEPENDENCE
040132,01-JAN-15,31-DEC-15,As Submitted,2,LEO N LEVI MEMORIAL HOSPITAL,300 PROSPECT AVENUE,,HOT SPRINGS,AR,71901,GARLAND
040134,01-OCT-15,30-SEP-16,As Submitted,4,ARKANSAS HEART HOSPITAL,1701 S. SHACKELFORD ROAD,,LITTLE ROCK,AR,72211,PULASKI
040137,01-JUL-15,30-JUN-16,As Submitted,1,ST VINCENT NORTH,2215 WILDWOOD,,SHERWOOD,AR,72120,PULASKI
040147,01-JAN-15,31-DEC-15,As Submitted,4,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DR,,NORTH LITTLE ROCK,AR,72118-,PULASKI
040152,01-JAN-16,31-MAR-16,As Submitted,4,PHYSICIANS SPECIALTY HOSPITAL,3873 N PARKVIEW DR,,FAYETTEVILLE,AR,72703,WASHINGTON
040153,01-OCT-15,30-SEP-16,As Submitted,4,WADLEY MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,,HOPE,AR,71801,
041300,01-JUL-15,30-JUN-16,As Submitted,1,MERCY HOSPITAL PARIS,500 EAST ACADEMY,,PARIS,AR,72855-,LOGAN
041302,01-JUL-15,30-JUN-16,As Submitted,9,DARDANELLE HOSPITAL,300 NORTH THIRD,,DARDANELLE,AR,72834,YELL
